index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
1022,코마레티,굽기,후식,679.1,41,21.8,47.6,18.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01106_2.png,아몬드슬라이스(50g)  코코넛슬라이스(50g)  설탕(15g)  달걀(1개),코코넛슬라이스를 이용하면 단맛과 풍미를 낼 수 있어요.,1. 아몬드슬라이스를 비닐봉지에 넣고 적당한 크기로 조각낸다.||2. 달걀흰자와 설탕을 넣고 설탕이 섞일 정도만 풀어준다.||3. 2번에 조각낸 아몬드슬라이스와 코코넛슬라이스를 넣고 섞는다.||4. 20g씩 원형으로 팬에 올린다.||5. 160℃ 오븐에서 굽는다.||6. 20분 정도부터 색이 나면 오븐에서 꺼내 식힌다.,0,아몬드 슬라이스 코코넛 슬라이스 설탕 달걀
1023,수(Sugaer)다(Down) 고구마 케이크,기타,후식,227.9,44.2,4.8,3.5,29.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01107_2.png,밤고구마(65g)  요거트(18g)  키위(7g)  파인애플(7g)  카스테라(2g)  블루베리(5g),설탕이 들어간 생크림 대신 요거트를 사용하면 부드러운 맛과 새콤한 맛을 더해 당 섭취를 줄일 수 있어요,1. 고구마는 깨끗하게 씻은 뒤 껍질을 벗기고 찐다.||2. 찐 고구마를 으깨고 요거트와 섞는다.||3. 카스테라를 체에 갈아 가루를 만든다.||4. 키위  파인애플을 적당한 크기로 자른다.||5. 무스틀에 2번을 넣어 평평하게 펴주고 키위  블루베리  파인애플을 넣고 요거트를 올린 뒤 다시 고구마를 넣어 펴준다.||6. 카스테라 가루를 뿌리고 키위  블루베리  파인애플을 올린다.,0,밤고구마 요거트 키위 파인애플 카스테라 블루베리
1024,단구마 무스 샌드 케이크,굽기,후식,512.3,82.8,12.2,14.7,40.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01108_2.png,고구마(30g)  단호박(30g)  생크림(60g)  달걀(2개)  박력분(30g)  우유(15g)  설탕(10g)  버터(3g)  레몬즙(1g)  크랜베리(15g),레몬즙을 넣으면 설탕은 적게 넣고 더 달고 단단한 머랭을 만들 수 있어요.,1. 달걀 노른자를 휘핑하고 박력분을 넣은 뒤 우유와 녹인 버터를 넣고 섞는다.||2. 달걀 흰자는 레몬즙과 설탕을 3번에 나누어 넣으면서 머랭을 만든다.||3. 머랭과 크랜베리를 노른자 반죽에 넣고 부드럽게 섞는다.||4. 180℃ 오븐에서 15분 정도 구워 시트를 만든 뒤 컵모양으로 자른다.||5. 고구마와 단호박은 삶은 뒤 껍질을 벗기고 각각 체에 내려 생크림을 섞는다.||6. 시트  단호박무스  고구마무스 순서로 여러겹 쌓아 올린다.,0,고구마 단호박 생크림 달걀 박력분 우유 설탕 버터 레몬즙 크랜베리
1025,당근&그릭요거트 케이크,굽기,후식,22.8,39.3,6.1,4.6,23.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01109_2.png,당근퓨레(5g)  박력분(150g)  달걀(3개)  버터(37g)  꿀(5g)  소금(2g)  설탕(180g)  베이킹파우더(1.5g)  바닐라향(1g)  그릭요거트(150g)  제철과일(10g),생크림 대신에 당근퓨레를 섞은 그릭요거트를 사용하면 설탕양을 줄이면서 새콤달콤한 맛을 낼 수 있어요.,1. 달걀 노른자를 풀어준 뒤 설탕(90g)  소금  바닐라향을 3번에 나눠 넣으며 섞는다.||2. 달걀 흰자는 60% 머랭을 만든 뒤 설탕(90g)을 조금씩 넣으면서 단단한 머랭을 만든다.||3. 1번에 머랭 1/3을 넣고 섞은 뒤 박력분  베이킹파우더를 체에 내려 섞는다.||4. 3번에 꿀과 버터를 녹여 섞은 뒤 나머지 머랭을 넣고 원형틀에 절반 정도 반죽을 채운다.||5. 170℃ 오븐에서 30분 간 구워 시트를 만든다.||6. 시트와 당근퓨레를 섞은 그릭요거트를 번갈아 쌓고 맨 위에 제철과일을 올린다.,0,당근퓨레 박력분 달걀 버터 꿀 소금 설탕 베이킹파우더 바닐라향 그릭요거트 과일
1026,완두콩 롤,기타,후식,310.8,64.8,8.1,2.1,4.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01110_2.png,완두콩(50g)  식빵(50g)  찹쌀가루(20g)  우유(25g)  올리고당(2g),속재료로 설탕이 많은 생크림이나 슈크림 대신 완두콩크림과 찹쌀떡을 사용하면 건강한 단맛을 낼 수 있어요.,1. 완두콩은 삶은 뒤 믹서에 간다.||2. 간 완두콩에 올리고당  우유를 넣고 졸인다.||3. 찹쌀가루는 익반죽하여전자레인지에 3분 가열 후 숟가락으로 젓고 2분 간 더 돌려떡을 만든다.||4. 식빵은 밀대로 밀어 납작하게 한 뒤 가장자리를 자른다.||5. 식빵위에 찹쌀떡을 넓게 펴 바르고 그 위에 졸인 완두콩을 올린다.||6. 5번을 돌돌 말아 고정시킨 뒤 먹기 좋은 크기로 자른다.,0,완두콩 식빵 찹쌀가루 우유 올리고당
1027,단호박두부팬케이크,굽기,후식,339.5,53.3,11.2,9,6.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01111_2.png,단호박(25g)  두부(10g)  밀가루(75g)  타가토스(10g)  우유(15g)  식용유(3g),팬케이크 믹스 대신 단호박과 두부  밀가루로 직접 반죽을 만들면 첨가당을 줄일 수 있어요.,1. 단호박은 찜통에 찐 뒤 껍질을 벗기고 으깬다.||2. 으깬 단호박  두부  우유를 믹서에 넣고 간다.||3. 밀가루  타가토스를 체에 곱게 내린다.||4. 2번  3번을 섞어 팬케이크 반죽을 만든다.||5. 팬에 식용유를 두르고 약불에서 팬케이크를 굽는다.||6. 접시에 담는다.,0,단호박 두부 밀가루 타가토스 우유 식용유
1028,약밥 닮은 호떡,굽기,후식,401.4,60.1,7.9,14.4,12.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01112_2.png,호떡반죽(200g)  밤(30g)  고구마(30g)  곶감(50g)  호두(10g)  호박씨(10g)  잣(5g)  대추(1알)  계피가루(8g)  식용유(15g)  물(80g),다양한 견과류의 고소한 맛이 설탕 사용을 줄여줘요.,1. 호떡반죽에 물을 넣고 반죽한 뒤 발효시킨다.||2. 밤  고구마  대추  곶감  호두를 다진다.||3. 2번에 잣  호박씨  계피가루  홍시를 섞는다.||4. 발효시킨 반죽에 3번을 채우고 동그랗게 빚는다.||5. 팬에 식용유를 두른다.||6. 가열된 팬에 반죽을 올린 뒤 납작하게 눌러 굽는다.,0,호떡반죽 밤 고구마 곶감 호두 호박씨 잣 대추 계피가루 식용유 물
1029,두부티라미수,굽기,후식,693,92.3,7.5,32.6,34.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01113_2.png,두부(80g)  고구마(120g)  마스카포네치즈(12g)  크랜베리(2g)  두유(5g)  호두(15g)  아몬드(8g)  박력분(2g)  아몬드가루(3g)  버터(2g),두부와 마스카포네치즈의 고소한 맛 때문에 달지 않아도 맛있는 티라미수를 만들 수 있어요.,1. 고구마는 껍질을 벗기고 삶아 으깬 뒤 체에 내린다.||2. 두부  크랜베리  마스카포네치즈  두유를 믹서에 넣고 갈아 두부크림을 만든다.||3. 두부크림에 다진 호두  아몬드를 섞는다.||4. 실온의 말랑한 버터에 박력분과 아몬드가루를 넣고 보슬보슬하게 섞어 소보루 반죽을 만든다.||5. 4번을 170℃ 오븐에서 15분 간 굽는다.||6. 투명한 컵에 으깬 고구마와 두부크림을 켜켜이 쌓고 마지막에 소보루를 올린다.,0,두부 고구마 마스카포네치즈 크랜베리 두유 호두 아몬드 박력분 아몬드가루 버터
1030,두부있슈,굽기,후식,416.5,27.7,18.3,25.8,1.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01114_2.png,연두부(60g)  요거트(100g)  중력분(22g)  버터(22g)  달걀(1개)  소금(0.2g)  딸기(60g)  호두(20g)  물(27g),슈 충전물로 설탕이 많이 들어간 크림 대신 연두부를 사용하면 고소하고 부드러운 식감을 낼 수 있어요.,1. 물  소금  버터를 끓이면서 버터가 녹으면 잘 저어 중력분을 섞어 호화시킨다.||2. 불을 끄고 달걀을 조금씩 넣어가며 섞어 반죽에 끈기가 생기게 한다.||3. 짤주머니에 원형 깍지를 끼우고 철판에 도톰하게 짠 뒤 분무기로 반죽 표면에 물을 뿌린다.||4. 190℃ 오븐에서 20분 간 굽는다.||5. 딸기는 다진 후 냄비에 졸인다.||6. 식힌 슈를 가로로 자르고 요거트  연두부  딸기  호두로 속을 채운다.,0,연두부 요거트 중력분 버터 달걀 소금 딸기 호두 물
1031,바나나 생강 크림이 들어간 미숫가루 쿠키슈,굽기,후식,319.1,32.6,6.8,17.9,10.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01115_2.png,바나나(2개)  생강가루(2g)  휘핑크림(100g)  코코넛밀크(25g)  미숫가루(10g)  박력분(45g)  버터(35g)  코코넛설탕(12g)  달걀(1개)  소금(0.5g)  물(40g),코코넛밀크와 코코넛설탕의 풍미로 덜 달아도 맛있는 쿠키슈를 만들 수 있어요.,1. 실온의 버터(15g)와 코코넛설탕을 섞은 뒤 박력분(15g)  미숫가루를 체쳐 쿠키반죽을 만들어 냉장고에서 휴지시킨다.||2. 휴지시킨 쿠키반죽을 넓게 밀어 편 뒤 원형 커터로 자른다.||3. 바나나  코코넛밀크  생강가루를 믹서에서 곱게 갈아 퓌레를 만들고 휘핑한 생크림과 섞는다.||4. 버터(20g)  물  소금을 끓인 후 체친 박력분(30g)을 넣고 반죽에 얇은 막이 생길 때 까지 볶아 호화시킨다.||5. 4를 식힌 뒤 달걀을 섞고 팬에 둥글게 짜준 뒤 분무기로 물을 뿌린다.||6. 5에 잘라둔 쿠키반죽을 올리고 190℃ 오븐에서 25분 정도 굽고 3번으로 속을 채운다.,0,바나나 생강가루 휘핑크림 코코넛밀크 미숫가루 박력분 버터 설탕 달걀 소금 물
1032,단호박몽블랑,굽기,후식,424.7,73.8,14.1,8.1,32.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01116_2.png,단호박(150g)  아몬드가루(45g)  박력분(15g)  스테비아(2g)  달걀(2.5개)  올리고당(40g)  가루녹차(1.5g)  생크림(210g)  판젤라틴(2g)  마스카르포네치즈(35g)  설탕(15g),단호박으로 천연의 단맛을 낼 수 있어요.,1. 달걀흰자와 올리고당(50g)을 섞어 머랭을 만들고 아몬드가루  스테비아  박력분  가루녹차를 섞는다.||2. 짤주머니에 반죽을 담아 원형틀에 짜 넣고 170℃ 오븐에서 15분 간 굽는다.||3. 마스카르포네치즈(20g)와 설탕을 섞어 부드럽게 만든 뒤 생크림(120g)을 섞고 젤라틴으로 농도를 맞춘다.||4. 단호박을 삶은 후 볶아 수분을 날리고 올리고당  계피가루  마스카르포네치즈를 넣고 섞는다.||5. 4번에 생크림(90g)을 넣고 잘 섞은 뒤 젤라틴으로 농도를 맞춘다.||6. 가루녹차 다쿠아즈를 깔고 그 위에 짤주머니로 치즈크림  단호박크림 순으로 올린다.,0,단호박 아몬드가루 박력분 스테비아 달걀 올리고당 가루녹차 생크림 판젤라틴 마스카포네치즈 설탕
1033,렌틸콩 크레이프,굽기,후식,595.3,81.7,19.7,21.1,17.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01117_2.png,렌틸콩(레드  20g)  중력분(15g)  달걀(1/2개)  우유(50g)  생크림(30g)  설탕(3g)  버터(2g)  크림치즈(10g)  귤(60g)  키위(60g)  블루베리(20g),렌틸콩을 사용하면 고소하면서 맛있는 크레이프를 만들 수 있어요.,1. 렌틸콩을 삶아 믹서에 갈고 체 친 중력분과 섞은 뒤 달걀을 섞는다.||2. 1번에 우유  생크림을 섞은 뒤 녹인 버터를 빠르게 섞어 크레이프 반죽을 만들어 팬에 굽는다.||3. 크림치즈에 생크림(10g)을 조금씩 넣으면서 섞는다.||4. 냄비에 3번과 우유를 끓이다가 설탕  달걀노른자를 조금씩 섞어 끓인 뒤 얼음물에 받쳐 식힌다.||5. 귤  키위  블루베리를 먹기 좋은 크기로 자른다.||6. 크레이프 안쪽에 크림치즈 크림을 바르고 과일을 담은 뒤 4번의 소스를 올린다.,0,렌틸콩 중력분 달걀 우유 생크림 설탕 버터 크림치즈 귤 키위 블루베리
1034,콩 판나코타,기타,후식,300.1,39,23.3,2.6,4.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01118_2.png,렌틸콩(레드  20g)  완두콩(30g)  생크림(40g)  설탕(8g)  판젤라틴(2g),완두콩과 렌틸콩의 고소한 맛으로 단맛이 적어도 맛있는 요리를 만들 수 있어요.,"1. 완두콩과 렌틸콩은 각각 삶은 뒤 믹서에 간다.||2. 완두콩과 렌틸콩에 각각 생크림(20g)과 설탕(4g)을 넣고 냄비에 끓인다.||3. 젤라틴 1g을 물에 넣어 불린다.||4. 2번에 각각 불린 젤라틴을
혼합하여 녹인다.||5. 용기에 4번의 렌틸콩을 붓고
얼린다.||6. 5번이 어느정도 굳으면 4번의
완두콩을 붓고 얼린다.",0,렌틸콩 완두콩 생크림 설탕 판젤라틴
1035,고구마치즈크로켓,튀기기,후식,450,57.9,18,16.3,29.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01119_2.png,호박고구마(200g)  새우살(80g)  삼색파프리카(80g)  양파(40g)  모짜렐라치즈(40g)  밀가루(20g)  달걀(1개)  빵가루(20g)  생크림(15g)  버터(10g)  꿀(5g)  식용유(40g),고구마와 양파로 크로켓을 만들어 설탕 없이 단맛을 낼 수 있어요,1. 고구마는 찜통에 찐 후 껍질을 제거하고 으깨 생크림  꿀을 넣고 섞는다.||2. 새우살  파프리카  양파는 잘게 다진 뒤 팬에 버터를 두르고 볶는다.||3. 볼에 1번과 2번을 넣고 서로 잘 섞이도록 치댄다.||4. 3번을 한입 크기로 떼어낸 후 가운데 모짜렐라 치즈를 넣고 공모양으로 만든다.||5. 크로켓에 밀가루  달걀물  빵가루 순으로 묻힌다.||6. 180℃의 기름에 크로켓을 튀긴다.,0,호박고구마 새우 파프리카 양파 모짜렐라치즈 밀가루 달걀 빵가루 생크림 버터꿀 식용유
1036,빵 대신 어묵 사라다,굽기,후식,369.1,30.9,11.9,22,11.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01120_2.png,어묵(150g)  양파(100g)  당근(10g)  양배추(20g)  푸룬(15g)  아몬드(10g)  요거트(30g)  마요네즈(35g)  달걀(1/2개)  빵가루(50g)  밀가루(50g)  식용유(8g)  물(180g),양파를 볶아 양파당을 만들면 설탕 대신 사용할 수 있어요.,1. 양배추  당근  양파는 채 썬다.||2. 채 썬 양파(50g)를 볶다가 물(40g)을 넣은 뒤 믹서로 간다.||3. 2번에 요거트  마요네즈  아몬드  푸룬을 넣고 믹서로 간다.||4. 채 썬 양배추  당근에 3번을 넣고 버무린다.||5. 어묵은 반을 자르고 밀가루  달걀  빵가루 순으로 묻혀 팬에 굽는다.||6. 어묵 사이에 4번을 넣는다.,0,어묵 양파 당근 양배추 푸룬 아몬드 요거트 마요네즈 달걀 빵가루 밀가루 식용유 물
1037,청국장 시래기전,굽기,반찬,118.4,14.7,7,4,49,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053439_1416213279588.jpg,대두 10g  시레기 60g  청고추 2g  홍고추 2g  새우살 13g  밀가루 6g  도토리가루 2g  달걀 6.5g  식용유 1g,시중에 파는 청국장은 염도가 높으므로 집에서 소금을 첨가하지 않은 청국장을 만들어 사용한다.,1. 시레기는 1cm 길이로 자른다.||2. 저나트륨 청국장은 굵게 다진다.||3. 청  홍고추와 새우 살도 굵게 다진다.||4. 불에 준비된 청국장  시래기  청  홍고추를 도토리가루와 밀가루  물  달걀을 넣어 되직하게 반죽한다.||5. 팬에 식용유를 두르고 반죽을 부친다.||6. 반죽 위에 새우 살을 얹어 전을 부친다.,0,대두 시레기 청고추 홍고추 새우 밀가루 도토리가루 달걀 식용유
1038,카레소스를 얹은 두부 스테이크,굽기,반찬,199.4,27.8,10.1,7.5,481,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053440_1416213280344.jpg,두부 67g  애호박 17g  양송이 33g  가지 17g  파프리카 17g  사과 50g  감자 33g  카레가루 10g  식용유 2g  녹말가루 5g  물 5g,인스턴트 카레가루는 나트륨 함량이 너무 높아 저나트륨에는 사용할 수 없으며 이메뉴에 들어가는 카레가루는 인스턴트가 아닌 것을 사용한다.,1. 두부를 두께 2cm로 썰어 원형틀로 찍어 준비한다.||2. 준비한 채소는 작은 정육면체로 썰어 팬에 살짝 볶는다.||3. 물과 카레가루를 섞어 끓이다가 감자를 넣어 끓이고 감자가 거의 익을 때쯤에 나머지 채소를 넣어 끓인다.||4. 물과 녹말가루를 섞어 3의 카레소스의 농도를 맞춘다.||5. 가열된 팬에 두부를 노릇노릇하게 지진다.||6. 준비한 소스를 두부 스테이크에 뿌려낸다.,0,두부 애호박 양송이버섯 가지 파프리카 사과 감자 카레가루 식용유 녹말 물
1039,녹차 파나코타,기타,후식,310.3,43.7,4.9,13.9,62,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053442_1416213282795.jpg,녹차가루 6g  판젤라틴 5.3g  설탕 32g  물 15g  생크림 30g  우유 55.7g  바닐라에센스 0.1g  통조림단팥장식용 민트장식용,,1. 볼에 물을 담고 판 젤라틴을 넣어 3분 가량 불린 뒤 건진다.||2. 냄비에 녹차가루와 소량의 물을 넣고 진하게 섞는다.||3. 2에 우유와 크림  설탕  바닐라 에센스를 넣고 약한 불에서 설탕이 녹을 정도로 끓인다.||4. 3에 불린 젤라틴을 넣고 젤라틴이 녹을 때까지 가열한다.||5. 용기에 녹차 파나코타를 부은 후 실온에서 식힌다.||6. 냉장고에서 한번 더 식혀 완성한다.,0,녹차가루 판젤라틴 설탕 물 생크림 우유 바닐라에센스 민트 단팥
1040,자색고구마찹쌀푸딩,끓이기,후식,165.2,29.2,4.1,3.6,13.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01121_2.png,자색고구마(40g)  우유(120g)  찹쌀가루(4g)  소금(0.1g),소금을 조금 넣어주면 단맛이 더 살아나요.,1. 자색고구마는 솔로 문질러 깨끗하게 씻는다.||2. 껍질을 벗기고 찐다.||3. 찐 자색고구마와 우유  소금을 믹서에 곱게 간다.||4. 3번을 고운 체에 걸러 덩어리를 없앤다.||5. 볼에 4번을 넣고 찹쌀가루를 넣어 잘 풀리도록 젓는다.||6. 5번을 끓이다가 엉기기 시작하면 그릇에 담아 차게 식힌다.,0,자색고구마 우유 찹쌀가루 소금
